param_set,exp_reg_weight,knn_k,idw_power,MAPE_24,MAPE_36,MAPE_48,MAE_24,MAE_36,MAE_48,RMSE_24,RMSE_36,RMSE_48
"(2.0, 3, 0.7)",2.0,3,0.7,0.47156466090247456,0.45236620180566056,0.4368961618291408,35574.71556369043,40181.013843795045,42290.230581064796,45869.214712616435,54477.42348608778,60183.458699872266
"(2.0, 3, 0.75)",2.0,3,0.75,0.47258110979594575,0.45388258910175433,0.438549070735328,35690.99400478191,40349.150288819095,42445.52116532259,46027.531787969565,54685.139449619666,60461.16632545926
"(2.0, 3, 0.8)",2.0,3,0.8,0.47366429190244225,0.4554587265265294,0.4402533911125242,35813.24848911971,40518.43630594817,42604.98408838629,46194.39623796788,54905.4355312075,60752.52688964673
"(2.0, 3, 0.85)",2.0,3,0.85,0.4747748820894981,0.457047115726112,0.4420282288337421,35935.47354399283,40686.78485134533,42785.77980955915,46368.04917047602,55136.07199261468,61055.07671193398
"(2.0, 3, 0.9)",2.0,3,0.9,0.4759159115245556,0.4586269779688261,0.44382869489964205,36059.50307735111,40851.736753809906,42967.04315905116,46546.8312025148,55374.902148130335,61366.46573780516
"(2.0, 3, 0.95)",2.0,3,0.95,0.4770480739707389,0.46019227633531284,0.4456992452677942,36180.317971853525,41015.03333658943,43156.52065674213,46729.209975586986,55619.9114485882,61684.49312588353
"(2.0, 3, 1.0)",2.0,3,1.0,0.47816586380434967,0.46177663890524456,0.4475931443444203,36298.544769097774,41183.52190224235,43348.25445522061,46913.79764950183,55869.2449959308,62007.13175247968
"(2.0, 3, 1.05)",2.0,3,1.05,0.4792643592692006,0.4633580758611485,0.4494817626618294,36413.220198491035,41350.82346052567,43536.981161272015,47099.359751684846,56121.22452245748,62332.542829394864
"(2.0, 3, 1.1)",2.0,3,1.1,0.4803392717364744,0.4649177444855087,0.4513311896801843,36523.4509567655,41513.57651699189,43720.53478688711,47284.816990959065,56374.356324953624,62659.082163766914
"(2.0, 3, 1.15)",2.0,3,1.15,0.4814216764407915,0.46644179387476453,0.453163904455114,36630.89692626301,41672.54041129728,43901.17962217948,47469.241648792544,56627.33182451349,62985.29967722042
"(2.0, 3, 1.2)",2.0,3,1.2,0.4824898493335884,0.46795309981032196,0.4549927304253152,36734.67922851465,41830.00623794308,44079.89792136671,47651.850027370994,56879.022411845726,63309.9337327451
"(2.0, 3, 1.25)",2.0,3,1.25,0.4835287753858083,0.46944568533542885,0.4567984096393179,36835.54907269103,41983.10687888083,44256.21146027058,47831.992231644355,57128.47010791765,63631.90166125577
"(2.0, 3, 1.3)",2.0,3,1.3,0.4845900758143191,0.47091237852713147,0.4585675622318529,36940.0521832545,42132.5218576999,44428.562555373406,48009.14033822595,57374.87537648255,63950.28768461225
"(2.0, 3, 1.35)",2.0,3,1.35,0.48562835575185115,0.4723532762805309,0.460292104371893,37041.579238177175,42279.81143949493,44596.48119237895,48182.87578567774,57617.58320704733,64264.32922889644
"(2.0, 3, 1.4)",2.0,3,1.4,0.4866393975148998,0.47375361796730225,0.46199346285963105,37139.34958217497,42422.67679196196,44764.17356576125,48352.87662312737,57856.068369151675,64573.4024285177
"(2.0, 3, 1.45)",2.0,3,1.45,0.4876215421591971,0.47512071097198894,0.463664772615466,37233.61991692188,42561.05540268213,44928.707485066676,48518.90508372449,58089.920536318874,64877.00744702739
"(2.0, 3, 1.5)",2.0,3,1.5,0.4885878789342614,0.4764574178067873,0.4652932142045064,37324.66083060995,42694.83216958914,45088.32937413101,48680.795807565555,58318.8297986012,65174.75408787868
"(2.0, 3, 1.55)",2.0,3,1.55,0.4895338521385251,0.47776025916875164,0.4668970456015882,37412.39917100314,42824.011853279204,45244.76016413813,48838.44492408469,58542.57292957319,65466.348038353564
"(2.0, 3, 1.6)",2.0,3,1.6,0.4904477125610339,0.4790233789554044,0.4684499417466698,37496.43185907142,42948.69285840536,45396.03131764677,48991.80011385784,58761.00064728184,65751.57798157189
"(2.0, 3, 1.65)",2.0,3,1.65,0.4913437599861985,0.48024613718149955,0.46995096620222415,37578.034455895526,43068.951986790475,45541.99435131812,49140.85170107268,58974.02600759198,66030.30372323048
"(2.0, 3, 1.7)",2.0,3,1.7,0.4922141587330017,0.4814266642751887,0.4714014993239912,37656.631615403916,43184.55220319166,45682.827011507274,49285.624777239405,59181.61399009258,66302.4454094863
"(2.0, 3, 1.75)",2.0,3,1.75,0.4930569246939238,0.48256853150379664,0.47280300854394586,37732.298548678555,43295.95998429525,45818.71018570472,49426.17232085661,59383.77227826427,66567.97385804672
"(2.0, 3, 1.8)",2.0,3,1.8,0.49388017264093487,0.4836754265037224,0.47415952112399545,37806.21245003948,43403.724707187874,45950.11260423867,49562.569253775306,59580.54319381161,66826.90198388095
"(2.0, 3, 1.85)",2.0,3,1.85,0.49467368758289404,0.4847439474613047,0.47547404393252723,37877.108044018576,43507.38100888028,46077.420141215014,49694.9073603367,59771.99671688677,67079.27727188844
"(2.0, 3, 1.9)",2.0,3,1.9,0.49543870465393736,0.48577549891235083,0.4767448761799358,37945.13984067521,43607.11380424989,46200.41293084029,49823.29098777904,59958.2245065604,67325.17522932815
"(2.0, 3, 1.95)",2.0,3,1.95,0.49617643182117643,0.4867780900291655,0.47797259062170916,38010.4553417476,43703.721936666385,46319.12790222127,49947.8334440624,60139.33482684558,67564.6937389562
"(2.0, 3, 2.0)",2.0,3,2.0,0.4968935949180026,0.48775116912161315,0.47915878944049306,38073.447918981445,43797.196540678,46433.738776094724,50068.65401063893,60315.44828072649,67797.94822796645
"(2.0, 4, 0.0)",2.0,4,0.0,0.46817381437565536,0.44136075397137764,0.4164134264624124,35016.215700411965,39235.16075152121,40598.98590577914,45094.07383226101,53442.03620007153,58127.35705239184
"(2.0, 4, 0.05)",2.0,4,0.05,0.46675220845623444,0.44001602300030795,0.4153901495873734,34901.779937942934,39098.23658413178,40481.20213399235,44934.19533440507,53227.632306799256,57913.169870878
"(2.0, 4, 0.1)",2.0,4,0.1,0.46539104375881035,0.438786205401425,0.41457325410194557,34788.70426571322,38966.7862542979,40380.030454302396,44789.198394052364,53032.46676821275,57723.397585974555
"(2.0, 4, 0.15)",2.0,4,0.15,0.46410130713915027,0.4377331818467762,0.4139055614108666,34679.536238720786,38848.02260831419,40288.6689898952,44660.652837076675,52858.48759320984,57560.08048033555
"(2.0, 4, 0.2)",2.0,4,0.2,0.4629964457198123,0.4368928366998305,0.4134491472908962,34581.394263378796,38740.11519004978,40213.16301834264,44550.08696935025,52707.60311606622,57425.16443002217
"(2.0, 4, 0.25)",2.0,4,0.25,0.4620401866624377,0.43615866602120584,0.4131214845884208,34492.59289388271,38636.57948645578,40144.99658817678,44458.936961796535,52581.626583378835,57320.44506577088
"(2.0, 4, 0.3)",2.0,4,0.3,0.4613238822643182,0.4355289386024704,0.41296971666684035,34433.382528641676,38538.1206954959,40091.522254822165,44388.48960113632,52482.212667847714,57247.50712902784
"(2.0, 4, 0.35)",2.0,4,0.35,0.46088722575918517,0.4350763454409119,0.4130025195144067,34396.195976685034,38458.11752901334,40052.83854868837,44339.82140870755,52410.78812797586,57207.66038434942
"(2.0, 4, 0.4)",2.0,4,0.4,0.46056611194960756,0.43474345439281825,0.41322720783843814,34368.21696485299,38385.474012164916,40028.92550433866,44313.738793022916,52368.480862708544,57201.87527070726
"(2.0, 4, 0.45)",2.0,4,0.45,0.4604563804069251,0.43452217255250886,0.41377985403171796,34358.617943455094,38319.499379028864,40036.693349270725,44310.72521708685,52356.05361057057,57230.72360139589
"(2.0, 4, 0.5)",2.0,4,0.5,0.4605605131483304,0.4345678035663063,0.41450825081076015,34366.69305169496,38285.912896463895,40059.155670620385,44330.90173566356,52373.84970720016,57294.33113271522
"(2.0, 4, 0.55)",2.0,4,0.55,0.4607723688375609,0.4349619680812621,0.4153825505826836,34382.24422796772,38299.3505685899,40092.71493742612,44374.00628415454,52421.75795086454,57392.3488225926
"(2.0, 4, 0.6)",2.0,4,0.6,0.46117225446058957,0.4356460443886969,0.41638301176237047,34415.229145571066,38342.933372129606,40136.79198297537,44439.39481951995,52499.20154496892,57523.947728995954
"(2.0, 4, 0.65)",2.0,4,0.65,0.4618132503802201,0.43662472906754496,0.41760704707934676,34477.40724233527,38415.666715292515,40210.70861097322,44526.06436685762,52605.152768240274,57687.839174790446
"(2.0, 4, 0.7)",2.0,4,0.7,0.4627021143311433,0.43787849465995243,0.4190717664909955,34574.73672109212,38521.58619442234,40310.729660171826,44632.69504519023,52738.17141871024,57882.31805848038
"(2.0, 4, 0.75)",2.0,4,0.75,0.46367683872214105,0.4392914140828391,0.42064575916318364,34679.07343048825,38645.87193268955,40423.85218955801,44757.70599425399,52896.46217600122,58105.32415464525
"(2.0, 4, 0.8)",2.0,4,0.8,0.4647096891074735,0.44076832449151737,0.42247220502667754,34786.94807003967,38774.556032149994,40573.16520826888,44899.31919502931,53077.94444345953,58354.51465935337
"(2.0, 4, 0.85)",2.0,4,0.85,0.46587153028953293,0.44236814697341814,0.42436504834109423,34919.47846089863,38912.412945751246,40729.9500147945,45055.62541708199,53280.32804340469,58627.34119957303
"(2.0, 4, 0.9)",2.0,4,0.9,0.4670578561129002,0.4441861613168254,0.4263279840978771,35052.8459122755,39098.93895133559,40899.16384079294,45224.64756596442,53501.188993444106,58921.12562903376
"(2.0, 4, 0.95)",2.0,4,0.95,0.4683100438616029,0.4460291495784485,0.42842315638427164,35188.5762976193,39293.26574712874,41099.43257967938,45404.39808086327,53738.04096815109,59233.13055316314
"(2.0, 4, 1.0)",2.0,4,1.0,0.46960764055182064,0.44789231465099855,0.43052712926285086,35327.249482819294,39486.95956098057,41299.96029226175,45592.92837191939,53988.399493139725,59560.62212160573
"(2.0, 4, 1.05)",2.0,4,1.05,0.47094983612794705,0.4498258481844128,0.4326857496432687,35468.37806166462,39694.385686617534,41508.893427243,45788.36938031633,54249.83715535338,59900.92388888866
"(2.0, 4, 1.1)",2.0,4,1.1,0.47228156458095016,0.45176450085490955,0.43493434895835775,35607.63390856362,39903.9489170029,41742.61353920267,45988.96313619786,54520.029053423335,60251.46139396349
"(2.0, 4, 1.15)",2.0,4,1.15,0.47359843570775517,0.45367698598611783,0.4371859288435678,35743.66834274558,40109.45182671029,41977.56619051404,46193.08571578933,54796.78838077378,60609.79761706003
"(2.0, 4, 1.2)",2.0,4,1.2,0.47494404967536435,0.45560499796106174,0.43945274151084374,35882.1877599274,40320.36445265701,42215.77712025728,46399.26232820336,55078.092501094776,60973.65975866977
"(2.0, 4, 1.25)",2.0,4,1.25,0.4762824091384757,0.4575039666759607,0.44171644753783,36019.194324878474,40528.18977629235,42452.17766585877,46606.17545720958,55362.1002056348,61340.95795763866
"(2.0, 4, 1.3)",2.0,4,1.3,0.47757796848608053,0.4593643614411899,0.443965992808951,36150.699876175975,40731.49490013503,42684.7221289468,46812.66708693316,55647.1610756362,61709.79668930522
"(2.0, 4, 1.35)",2.0,4,1.35,0.47885130253281505,0.46116996969908175,0.44615772843122936,36277.848411930165,40927.838095417734,42910.93249118318,47017.73607776368,55931.81802999779,62078.47968644455
"(2.0, 4, 1.4)",2.0,4,1.4,0.48008548763510933,0.4629219605695904,0.44832844692644314,36400.23747916777,41117.4405000935,43136.61512000223,47220.531743278465,56214.80422418894,62445.50930578427
"(2.0, 4, 1.45)",2.0,4,1.45,0.4812955502989379,0.4646178340507955,0.45047036934531876,36522.098474462386,41300.15203374021,43358.055627235226,47420.34462006154,56495.03548494895,62809.58131117748
"(2.0, 4, 1.5)",2.0,4,1.5,0.4824712149226901,0.466257053759355,0.45256748448604495,36639.422176375476,41476.01679368844,43573.620969637515,47616.595329174816,56771.59942270361,63169.576052213306
"(2.0, 4, 1.55)",2.0,4,1.55,0.48360497871632957,0.46790563654293715,0.45460693028349575,36752.06367788989,41649.13072615671,43782.34467213279,47808.82231109073,57043.74227081835,63524.546981433916
"(2.0, 4, 1.6)",2.0,4,1.6,0.48472434889400373,0.4695089899964664,0.4565785364614675,36863.452602334044,41816.17811964317,43983.83916360995,47996.66908608083,57310.85437212634,63873.70737871691
"(2.0, 4, 1.65)",2.0,4,1.65,0.48581594747186596,0.4710555215846998,0.45849160239007897,36970.977709280516,41976.72292302199,44179.38326943822,48179.87155969049,57572.45508409187,64216.41604719679
"(2.0, 4, 1.7)",2.0,4,1.7,0.4868653798266328,0.4725481455603198,0.4603428860494098,37073.80090302135,42131.147384027296,44368.59372446638,48358.24576659339,57828.17771885168,64552.16262313974
"(2.0, 4, 1.75)",2.0,4,1.75,0.48787263646663437,0.4739915283308121,0.46212894451287106,37172.016436778285,42280.195548375355,44550.97709083155,48531.67633202819,58077.754984904954,64880.553014132
"(2.0, 4, 1.8)",2.0,4,1.8,0.4888576735745758,0.47539766206912404,0.46386040351065044,37266.58554577762,42424.90387239208,44728.48210725873,48700.10583191116,58321.0052617071,65201.29535566851
"(2.0, 4, 1.85)",2.0,4,1.85,0.4898188064388448,0.476762004078641,0.4655488843075797,37358.164609917134,42564.8527751574,44901.420151848906,48863.52515212586,58557.8199218021,65514.186762943726
"(2.0, 4, 1.9)",2.0,4,1.9,0.4907485204607875,0.478074835864463,0.46717737586430025,37446.626425620445,42699.17204852502,45068.07243112419,49021.96488421396,58788.151819438164,65819.10105676358
"(2.0, 4, 1.95)",2.0,4,1.95,0.49164043829817156,0.47934653603437277,0.46874635195330683,37531.17427656001,42828.65089305623,45228.528172962244,49175.487747349296,59012.004989670844,66115.97756195712
"(2.0, 4, 2.0)",2.0,4,2.0,0.49249616030217347,0.48058261453553797,0.47026270187480773,37611.99866372494,42954.224316374035,45383.81200635267,49324.18199299155,59229.4255460992,66404.81101347554
"(2.0, 5, 0.0)",2.0,5,0.0,0.46769716211164825,0.4384702150611516,0.4113639170476615,34653.82698241809,38533.78542268254,39607.566004121836,44429.098542865395,51962.161288172865,55573.94893811676
"(2.0, 5, 0.05)",2.0,5,0.05,0.46630616860287166,0.4370830310870641,0.4100078420835017,34555.74515796145,38416.033548207255,39480.746531210076,44261.48577692696,51764.79527858508,55410.2942689789
"(2.0, 5, 0.1)",2.0,5,0.1,0.46502013671728915,0.4358437383703496,0.4088256774084016,34463.23823931469,38307.53632912672,39370.62295248009,44106.00073961698,51582.62816932639,55265.08921414893
"(2.0, 5, 0.15)",2.0,5,0.15,0.4638210888305399,0.43468347215982106,0.4078740786282736,34374.284778316374,38203.11362843029,39275.565573264816,43964.41375831066,51417.809046313065,55140.63354143473
"(2.0, 5, 0.2)",2.0,5,0.2,0.46272170090542974,0.43362888487553103,0.40719894423113684,34292.04205929729,38104.34626661944,39208.83093356016,43838.52457178226,51272.53468709391,55039.25401729605
"(2.0, 5, 0.25)",2.0,5,0.25,0.4617398818091417,0.43283649259289564,0.4066584542960426,34218.38352620618,38021.9786309846,39150.59923420324,43730.115792738325,51148.99919694297,54963.25183478539
"(2.0, 5, 0.3)",2.0,5,0.3,0.4608635778007578,0.4321661440192635,0.40638953142144907,34153.84998182497,37944.28449242847,39117.83353800389,43640.89727410031,51049.33317989521,54914.841853498176
"(2.0, 5, 0.35)",2.0,5,0.35,0.4600896688872192,0.43157603706109987,0.40627164113159375,34097.85965795846,37868.477165763135,39095.747059269495,43572.44313420783,50975.533603192016,54896.084474998606
"(2.0, 5, 0.4)",2.0,5,0.4,0.4595773269509449,0.43109565927421534,0.40634063724401825,34061.25830715,37798.18131973972,39088.56919291197,43526.12454394867,50929.386767731296,54908.811558984526
"(2.0, 5, 0.45)",2.0,5,0.45,0.45923790141479587,0.43080213662282185,0.40654441833268945,34036.519338503465,37745.77136706079,39089.12743051197,43503.042848940204,50912.38849279664,54954.54907430116
"(2.0, 5, 0.5)",2.0,5,0.5,0.4590704135946998,0.4307428885938386,0.4069515855543586,34030.41172492862,37715.089242898466,39105.01199684505,43503.968830477286,50925.667450271096,55034.441071044304
"(2.0, 5, 0.55)",2.0,5,0.55,0.45918102788081877,0.43088702625892344,0.4076318309538329,34053.176023513704,37702.770883575795,39148.08671581975,43529.29440027852,50969.91891505408,55149.18145612057
"(2.0, 5, 0.6)",2.0,5,0.6,0.4595026043118988,0.4312356752634166,0.40844187263087256,34093.40936036596,37715.05393993661,39198.74739689467,43579.002351629184,51045.35632570613,55298.96105359499
"(2.0, 5, 0.65)",2.0,5,0.65,0.45993552503670143,0.4318125558987217,0.40938707492153076,34143.87896048961,37755.00526066519,39257.522902700824,43652.6578648429,51151.686563829804,55483.43678726205
"(2.0, 5, 0.7)",2.0,5,0.7,0.46063579459549875,0.4327209868180728,0.41062112345301766,34222.61615596461,37836.49529339718,39340.329136877495,43749.4226681241,51288.11194808781,55701.72740163008
"(2.0, 5, 0.75)",2.0,5,0.75,0.4614621985195521,0.43389656436046986,0.41223492343461154,34312.030182855844,37950.6621300931,39465.6052355857,43868.08981824744,51453.35836499384,55952.436556849665
"(2.0, 5, 0.8)",2.0,5,0.8,0.46243631218824016,0.43522097912678054,0.4139517304079175,34424.60270802221,38080.18651910491,39598.26639615567,44007.13475625417,51645.725728613616,56233.70047666059
"(2.0, 5, 0.85)",2.0,5,0.85,0.46347378239701503,0.43678745927999324,0.4157914577592847,34542.35709732265,38232.03706478039,39742.735063769826,44164.77708793896,51863.15486258285,56543.25461688488
"(2.0, 5, 0.9)",2.0,5,0.9,0.4645905220252463,0.4385382160193781,0.41782397359347134,34664.88125060701,38398.46261860382,39915.83324114596,44339.04747709382,52103.30420624811,56878.51258022317
"(2.0, 5, 0.95)",2.0,5,0.95,0.4657420230822013,0.44037663267403887,0.41998130126754374,34787.84947194437,38573.30720402807,40106.241073394456,44527.854809298384,52363.63023142539,57236.650652191485
"(2.0, 5, 1.0)",2.0,5,1.0,0.46700308588613215,0.44233342518991725,0.4222368752483148,34930.29686327373,38773.06016329406,40314.70565528879,44729.049939008546,52641.46661211257,57614.69238980535
"(2.0, 5, 1.05)",2.0,5,1.05,0.4683109062837727,0.4443972770763695,0.424500927482812,35076.31284280447,38994.21105869617,40522.638006829446,44940.483495939996,52934.09851458892,58009.589087325105
"(2.0, 5, 1.1)",2.0,5,1.1,0.469718158738927,0.4465154847224059,0.4268749168741519,35230.982613959546,39232.275976870194,40758.69077454835,45160.05619096277,53238.829545904686,58418.29325030546
"(2.0, 5, 1.15)",2.0,5,1.15,0.47112143287889185,0.4485983648875383,0.42928726680796236,35382.34488347,39464.95961682203,40999.93607620582,45385.760780795245,53553.03980109848,58837.82323976845
"(2.0, 5, 1.2)",2.0,5,1.2,0.4725288353110518,0.4506850239724708,0.43182342340144403,35531.20081493037,39695.14107145822,41273.215081667484,45615.71537301379,53874.23411511911,59265.31799748123
"(2.0, 5, 1.25)",2.0,5,1.25,0.4739329031369369,0.45275095217893363,0.43434227296711186,35677.37413577111,39922.26180172035,41543.86276128798,45848.18815054234,54200.080140501515,59698.081315918906
"(2.0, 5, 1.3)",2.0,5,1.3,0.47531377013429293,0.45481458919890994,0.436848219306075,35819.84521052828,40151.49079835893,41811.50973243889,46081.613920528674,54528.43631015687,60133.61556447217
"(2.0, 5, 1.35)",2.0,5,1.35,0.4767080327226486,0.45682900114492925,0.4393444977945132,35962.50586192717,40374.7619390927,42077.09304916373,46314.60316701681,54857.37013997921,60569.64518252153
"(2.0, 5, 1.4)",2.0,5,1.4,0.4780642567926249,0.4588021387228389,0.441782066116226,36100.5516114654,40592.17168666089,42335.41063165681,46545.9445066835,55185.16767541091,61004.13061289474
"(2.0, 5, 1.45)",2.0,5,1.45,0.47939316058313564,0.46071978693970167,0.44416943545764703,36235.8668904264,40802.832048509954,42589.59630848939,46774.60159946578,55510.33516771686,61435.27366007406
"(2.0, 5, 1.5)",2.0,5,1.5,0.480681037246456,0.46259805182741986,0.44650853766399773,36365.67101887004,41008.293206429174,42838.83300697187,46999.70564165671,55831.59425690233,61861.515491471604
"(2.0, 5, 1.55)",2.0,5,1.55,0.48193435531886647,0.464436827421238,0.4488376454003592,36491.446321064825,41207.17428575199,43085.26908597762,47220.54456788361,56147.87202744617,62281.528638581745
"(2.0, 5, 1.6)",2.0,5,1.6,0.48316800417008354,0.46621990281246817,0.45110331844159524,36616.527408384216,41398.67988419,43324.35418066862,47436.55002014344,56458.28729356812,62694.20439298472
"(2.0, 5, 1.65)",2.0,5,1.65,0.48437033354694803,0.4679589078556332,0.4532968565306449,36738.84356705377,41583.421662652945,43555.478462279185,47647.28302352753,56762.13437844474,63098.63693926817
"(2.0, 5, 1.7)",2.0,5,1.7,0.48552752092039286,0.46964439148076204,0.4554135967436353,36855.65254570469,41761.693989363106,43778.18682236052,47852.41915898166,57058.86549991913,63494.105442433225
"(2.0, 5, 1.75)",2.0,5,1.75,0.48663474547450597,0.4712863232160858,0.45745398457942965,36966.93571435898,41935.2111098741,43992.73826006672,48051.73386206938,57348.07268908558,63880.055135564726
"(2.0, 5, 1.8)",2.0,5,1.8,0.48771192400425595,0.4728666426063641,0.45941900481423303,37075.0470764547,42101.78934359567,44199.25679490004,48245.08831855235,57629.46997064226,64256.078258696754
"(2.0, 5, 1.85)",2.0,5,1.85,0.488762671664018,0.4743899052234565,0.46131575348612286,37179.477405464684,42261.689597956996,44399.03996423222,48432.41628356395,57902.87634324237,64621.89550259446
"(2.0, 5, 1.9)",2.0,5,1.9,0.4897911543544109,0.4758631890182265,0.4631415979207289,37280.961599440794,42415.60820459472,44591.44040868132,48613.71202768205,58168.199926647394,64977.338427041796
"(2.0, 5, 1.95)",2.0,5,1.95,0.4907786211672455,0.47728826619756093,0.46490890219905256,37378.173876005945,42564.04725937547,44777.556326142316,48789.019512976214,58425.42349726714,65322.33316200811
"(2.0, 5, 2.0)",2.0,5,2.0,0.4917253079187363,0.47866452705756946,0.4666381765455749,37471.06485984796,42707.02804116641,44960.67394580948,48958.422824945395,58674.591517150286,65656.8855666019
"(2.0, 6, 0.0)",2.0,6,0.0,0.465660785159681,0.4366251703717728,0.4117121277881893,34191.97097152072,38063.41024280057,39391.0098496295,44365.287881523735,51752.59315128175,55073.24090907616
"(2.0, 6, 0.05)",2.0,6,0.05,0.46411256326021777,0.43485550844123255,0.41010897079405106,34101.91625365664,37915.03710232427,39253.390726111735,44179.4359126337,51539.36891853945,54901.89801921678
"(2.0, 6, 0.1)",2.0,6,0.1,0.4626856985213748,0.43327733713028393,0.4085604257965466,34021.86152323624,37783.899162553374,39117.87611289004,44004.278339093216,51339.82684970588,54747.29314359436
"(2.0, 6, 0.15)",2.0,6,0.15,0.4613926103362962,0.43188103313784776,0.4070893356008526,33949.83208818737,37666.481970472625,38985.33524214409,43841.728688785675,51156.23192432291,54611.763974153306
"(2.0, 6, 0.2)",2.0,6,0.2,0.4602132497172504,0.4305825184121181,0.405821483917547,33883.35152317517,37557.04402221788,38865.42056791445,43693.758687798116,50990.9143751196,54497.69679243155
"(2.0, 6, 0.25)",2.0,6,0.25,0.45909714335558593,0.42947938073688974,0.4047467971986813,33820.65368030163,37463.07695458474,38762.55108664448,43562.35420222119,50846.22416295163,54407.481950053676
"(2.0, 6, 0.3)",2.0,6,0.3,0.4581092453571808,0.42858787153316164,0.4038574347173096,33769.55711412922,37380.60457292214,38678.042629605654,43449.461183449705,50724.47552814243,54343.46163252937
"(2.0, 6, 0.35)",2.0,6,0.35,0.457233398764419,0.4278532495755794,0.40316071303725864,33728.22396992158,37311.40965402602,38608.834552643806,43356.9230257141,50627.88242689846,54307.87050491234
"(2.0, 6, 0.4)",2.0,6,0.4,0.45653271379302396,0.42725307738072127,0.4026847580514633,33699.75057719528,37252.939385988066,38555.998019156104,43286.41193525186,50558.48648448996,54302.77001543019
"(2.0, 6, 0.45)",2.0,6,0.45,0.45610942201701776,0.4267870414956122,0.40243275432250647,33687.99150505301,37204.26735765704,38519.91985218321,43239.35820029343,50518.0802317041,54329.97766636766
"(2.0, 6, 0.5)",2.0,6,0.5,0.4558379796946831,0.426579555580662,0.4024593012745446,33687.99057306233,37186.449361045066,38512.38670636438,43216.882464768736,50508.12984175316,54390.993698061924
"(2.0, 6, 0.55)",2.0,6,0.55,0.45572020599026686,0.4265847180529379,0.4027152218162032,33699.46196647397,37190.97766417291,38525.66312541944,43219.73693199516,50529.70309018119,54486.929309717474
"(2.0, 6, 0.6)",2.0,6,0.6,0.4557337082695498,0.4268105345536826,0.40322374031319413,33720.207391847594,37217.20654649295,38557.38801013788,43248.26146182804,50583.40927732274,54618.44226092529
"(2.0, 6, 0.65)",2.0,6,0.65,0.4560115684794144,0.4273140753356809,0.403971572637126,33760.39761729048,37275.65679248494,38607.627837726075,43302.35947396931,50669.3577566003,54785.68666583665
"(2.0, 6, 0.7)",2.0,6,0.7,0.4565415126506216,0.42799323943498174,0.40494965030195634,33821.52107737208,37349.44160810522,38685.01443051728,43381.49643828632,50787.140146348975,54988.283313268774
"(2.0, 6, 0.75)",2.0,6,0.75,0.4572909516217278,0.42893681561285096,0.4061834468047613,33906.87457674687,37448.50643111063,38788.51372766778,43484.720937515354,50935.83846329224,55225.31475148932
"(2.0, 6, 0.8)",2.0,6,0.8,0.45814463463407884,0.4302361757847855,0.40766468950265916,34001.711331932034,37584.38172882957,38916.364429743975,43610.70553569343,51114.058043011224,55495.34618333981
"(2.0, 6, 0.85)",2.0,6,0.85,0.45917860788857634,0.43168768922356815,0.40939937077989585,34123.126043047705,37732.982206727596,39074.10401277462,43757.80267416097,51319.98116598315,55796.4698936824
"(2.0, 6, 0.9)",2.0,6,0.9,0.46025084319525356,0.43326482555924156,0.41135012548848204,34245.138810761724,37893.90334910307,39250.94823268532,43924.109934713866,51551.435517857535,56126.36841406722
"(2.0, 6, 0.95)",2.0,6,0.95,0.46139467524399763,0.43501828985841406,0.4134462501645034,34373.33751728768,38064.53422742409,39447.28116075518,44107.539217423655,51805.97119411018,56482.39041317315
"(2.0, 6, 1.0)",2.0,6,1.0,0.46265293745107866,0.4368708601112191,0.41565621798011315,34512.91734856636,38240.88354169937,39654.89331993465,44305.88531549713,52080.94062548049,56861.633323958355
"(2.0, 6, 1.05)",2.0,6,1.05,0.4640026086273831,0.43883902749028003,0.4179866330652254,34668.52609987258,38439.55519687183,39872.31808779094,44516.89056961909,52373.57701176738,57261.02754334621
"(2.0, 6, 1.1)",2.0,6,1.1,0.46537031103400733,0.44092613806067,0.42040400530433875,34825.4842794295,38666.49720226549,40098.728364938885,44738.30339109963,52681.068104481164,57677.41815464797
"(2.0, 6, 1.15)",2.0,6,1.15,0.4667831733292889,0.44308440186500386,0.4229317748627893,34982.96995802147,38909.6254692142,40353.91659812097,44967.92929002064,53000.62318275254,58107.64116161609
"(2.0, 6, 1.2)",2.0,6,1.2,0.46823887151776133,0.44522477484686007,0.42552433930284916,35142.48817656648,39148.83852073446,40619.34159593115,45203.67363189175,53329.53176270383,58548.592040406016
"(2.0, 6, 1.25)",2.0,6,1.25,0.46968065836914014,0.44740034456317523,0.4281999848446031,35298.48590505023,39387.57861968663,40910.49736706428,45443.57576061552,53665.21305644165,58997.28503459088
"(2.0, 6, 1.3)",2.0,6,1.3,0.47110447639342723,0.4495751892294126,0.43086259288934264,35450.27176856904,39626.891449862145,41199.86194191885,45685.83446052609,54005.2555806255,59450.902132404546
"(2.0, 6, 1.35)",2.0,6,1.35,0.4725224591290771,0.45171694999948675,0.4334790460948761,35599.38548196461,39862.37290022043,41482.78256141364,45928.82504205146,54347.44669770193,59906.83115785629
"(2.0, 6, 1.4)",2.0,6,1.4,0.47398268501203356,0.4538234930889556,0.43605311936555735,35752.09567261727,40092.62127692746,41761.55807710237,46171.10863473891,54689.792283911935,60362.69291228479
"(2.0, 6, 1.45)",2.0,6,1.45,0.47544675052225915,0.4559092288175994,0.4386046115226181,35901.9761629812,40322.490808081406,42035.410124416245,46411.43453784102,55030.52713342863,60816.357804758576
