param_set,exp_reg_weight,knn_k,idw_power,MAPE_24,MAPE_36,MAPE_48,MAE_24,MAE_36,MAE_48,RMSE_24,RMSE_36,RMSE_48
"(0.5, 9, 0.15)",0.5,9,0.15,0.3194441809175994,0.3141291454950582,0.28887482772110856,23344.57508032952,26669.209835483496,26890.140735079633,31165.167186434537,35727.1155518428,36421.92968009402
"(0.5, 9, 0.2)",0.5,9,0.2,0.31738054919577374,0.3121250933720957,0.2869671291271892,23196.900984343964,26505.476489702956,26731.178199546186,30977.307579795226,35513.50066348026,36219.870945080955
"(0.5, 9, 0.25)",0.5,9,0.25,0.3153633965583097,0.31020009035097285,0.28514874503739557,23052.930894989913,26351.878842507966,26578.281415031397,30793.159759651713,35304.53842700193,36023.529093862184
"(0.5, 9, 0.3)",0.5,9,0.3,0.3135763074972902,0.308417338963941,0.28336967865502183,22927.755389470178,26217.27812906731,26426.758356959577,30614.33194171488,35102.13383699817,35834.74511098002
"(0.5, 9, 0.35)",0.5,9,0.35,0.311964419462892,0.3066497409050703,0.28161603548368636,22814.950751506927,26083.01350707721,26275.6151486027,30442.54810196241,34908.321027977356,35655.46363751387
"(0.5, 9, 0.4)",0.5,9,0.4,0.3103920045287626,0.30491368116086,0.27994569201524555,22705.227098008436,25947.890358680277,26133.102321747763,30279.60681115209,34725.212159316594,35487.67953837036
"(0.5, 9, 0.45)",0.5,9,0.45,0.30886964192392136,0.30325883803393877,0.27836460141510166,22599.557641925225,25816.29055926851,26000.727574883156,30127.328260570917,34554.93256663612,35333.37285824229
"(0.5, 9, 0.5)",0.5,9,0.5,0.3074477628264804,0.3017549556397773,0.27688287920680166,22503.65670804868,25694.996459166316,25879.628617681898,29987.491591926682,34399.54515308684,35194.435939163624
"(0.5, 9, 0.55)",0.5,9,0.55,0.30610855800866066,0.3003924696568301,0.27547336526242905,22415.341569188913,25592.04210566068,25761.4760443334,29861.766341280185,34260.969010751825,35072.598158441375
"(0.5, 9, 0.6)",0.5,9,0.6,0.3049053979300127,0.29914375724887654,0.27424458263343154,22339.362395497512,25496.924018511007,25658.460007838636,29751.643213130163,34140.89881189,34969.35476528865
"(0.5, 9, 0.65)",0.5,9,0.65,0.30381129314145816,0.2980149704165846,0.2733498798290555,22270.971669898496,25411.993912251353,25598.3326522902,29658.370135141013,34040.732142402696,34885.90628460615
"(0.5, 9, 0.7)",0.5,9,0.7,0.30295402420503903,0.29714073952275677,0.2726985994618891,22216.192386362243,25342.755276054453,25557.16881082803,29582.899323823738,33961.51137365624,34823.1137523064
"(0.5, 9, 0.75)",0.5,9,0.75,0.3022294808368835,0.2964395776793307,0.27220966600112867,22169.133235260113,25285.772286555904,25524.975919525048,29525.84986179627,33903.88489450388,34781.472802855744
"(0.5, 9, 0.8)",0.5,9,0.8,0.3016427174727419,0.2958810802653916,0.2717994285809641,22130.553654955816,25241.56603297381,25495.801539958557,29487.48829652039,33868.08993410469,34761.106864529815
"(0.5, 9, 0.85)",0.5,9,0.85,0.30121135000584387,0.29541965000867526,0.2714648916188562,22104.048511913083,25204.93063347623,25470.296476527954,29467.72752126844,33853.95646208911,34761.777196004085
"(0.5, 9, 0.9)",0.5,9,0.9,0.30089323908747406,0.29511308486186566,0.2712161759615244,22085.00459440203,25181.602757309392,25450.967350005223,29466.142260948818,33860.929456403224,34782.90593993091
"(0.5, 9, 0.95)",0.5,9,0.95,0.3006870358509657,0.294954726405679,0.2711734976069544,22072.696394312836,25172.62677857409,25452.892462325744,29481.998255783925,33888.10562487245,34823.6081176545
"(0.5, 9, 1.0)",0.5,9,1.0,0.30054379664060527,0.29491537292521586,0.2712908572935092,22065.78294579609,25175.110043220622,25468.500605612364,29514.29179150773,33934.28047489074,34882.72934195852
"(0.5, 9, 1.05)",0.5,9,1.05,0.3005068650119445,0.2950013625888185,0.2714590745362905,22069.15015816842,25191.433107981302,25487.12424191267,29561.796350873687,33998.00210363115,34958.88735763794
"(0.5, 9, 1.1)",0.5,9,1.1,0.30064408030763123,0.2952155660508021,0.27179829727122207,22088.166184327256,25221.433415049843,25518.224964121993,29623.113522359858,34077.62875472209,35050.51662453172
"(0.5, 9, 1.15)",0.5,9,1.15,0.3009368108053745,0.29556741756309945,0.2722930560666262,22119.972346830986,25267.849795366412,25564.974264042758,29696.725632712663,34171.38769953053,35155.91558210972
"(0.5, 9, 1.2)",0.5,9,1.2,0.3014392105019123,0.29601656811704163,0.27285616850046607,22170.565431363146,25320.054166299837,25618.56996280206,29781.047775937895,34277.43323825269,35273.29593810425
"(0.5, 9, 1.25)",0.5,9,1.25,0.30196439172297457,0.2965298369911483,0.273460555194733,22221.223936594764,25375.976392160857,25673.84332806401,29874.477051042697,34393.901677747504,35400.83260456756
"(0.5, 9, 1.3)",0.5,9,1.3,0.3024914491381168,0.2971109807343611,0.2741116525566449,22270.685824144508,25442.6717714028,25736.974865072392,29975.43701600169,34518.96121990973,35536.712191006845
"(0.5, 9, 1.35)",0.5,9,1.35,0.3030654835213161,0.29777267299731025,0.27483832434760797,22324.253127227756,25522.532088422806,25824.130582888796,30082.41570921085,34650.85494174382,35679.17760195913
"(0.5, 9, 1.4)",0.5,9,1.4,0.30364489850321086,0.29852081330697056,0.27562380189986097,22380.95889986594,25616.676258326137,25922.548298824586,30193.99609852485,34787.935518062775,35826.56642241805
"(0.5, 9, 1.45)",0.5,9,1.45,0.3042578015136089,0.29936362274942147,0.27645868208171626,22442.974611292015,25729.968168816267,26024.416596109637,30308.878434439142,34928.69097774528,35977.34135360286
"(0.5, 9, 1.5)",0.5,9,1.5,0.3049785932087461,0.3001840823638256,0.27731183135401527,22523.47543027841,25839.11865812732,26126.540417162738,30425.894611446198,35071.76148157674,36130.111800291685
"(0.5, 9, 1.55)",0.5,9,1.55,0.30578003034646806,0.3009820930635804,0.2781864282866467,22614.346237950922,25944.13699999381,26230.180286293704,30544.015184826636,35215.947742967655,36283.64659331117
"(0.5, 9, 1.6)",0.5,9,1.6,0.3065728193719964,0.3017938080301467,0.27907203485006604,22703.518750255393,26047.780664940896,26334.627284798677,30662.350083816167,35360.212192968684,36436.87858179481
"(0.5, 9, 1.65)",0.5,9,1.65,0.30741334306632623,0.30259752693525244,0.27993469425629197,22800.58072892353,26149.722735228177,26435.194937416054,30780.14428127068,35503.674276799116,36588.90235018895
"(0.5, 9, 1.7)",0.5,9,1.7,0.3082279414528601,0.3033843036484688,0.2808153683850469,22894.220393036518,26248.427834394817,26535.063047239226,30896.76973550932,35645.60136442531,36738.966580826665
"(0.5, 9, 1.75)",0.5,9,1.75,0.3090183835359013,0.30413640007372966,0.2816992344181903,22983.76791693706,26342.553337831476,26633.530430311464,31011.714846136623,35785.39669730363,36886.46262516022
"(0.5, 9, 1.8)",0.5,9,1.8,0.30977500003413655,0.30490619777248834,0.28256447528227363,23068.508797707076,26444.42799628745,26729.710991177482,31124.57250601463,35922.58562613403,37030.9107248731
"(0.5, 9, 1.85)",0.5,9,1.85,0.3105290905643954,0.30570464284700405,0.28340187835690805,23150.140189934173,26545.05082409099,26823.649037773936,31235.027628409607,36056.80116963932,37171.94510363136
"(0.5, 9, 1.9)",0.5,9,1.9,0.3112566819813359,0.3064688463998305,0.2842317451626916,23228.09243338882,26640.538875237562,26917.184570286878,31342.844815909233,36187.76968306191,37309.298888425365
"(0.5, 9, 1.95)",0.5,9,1.95,0.3119494795513153,0.3071982523732963,0.28502639985253303,23301.7601322297,26730.962815934152,27007.277393320146,31447.856639758906,36315.29719650036,37442.78955863355
"(0.5, 9, 2.0)",0.5,9,2.0,0.31260838637925054,0.30790620149229564,0.28578452390728964,23371.342938965478,26817.171483327715,27093.270584871934,31549.952828489564,36439.2567848369,37572.30538765474
"(0.5, 10, 0.0)",0.5,10,0.0,0.33094994893005547,0.3257706256104337,0.2993124491747996,24102.53096715261,27539.90546571435,27661.972007705703,31982.86945444889,36661.40793846828,37449.42629227172
"(0.5, 10, 0.05)",0.5,10,0.05,0.32860837167408935,0.3234484455518375,0.29702757302627164,23941.95350361091,27358.279483283917,27473.776541840947,31770.48197608997,36418.0090788786,37206.147513867516
"(0.5, 10, 0.1)",0.5,10,0.1,0.3262997403527834,0.32113116521275253,0.29470093943155573,23783.05219137,27175.369983226257,27280.416721840633,31557.739987577217,36174.34718098467,36963.92723866728
"(0.5, 10, 0.15)",0.5,10,0.15,0.32403589104592884,0.3188458504909496,0.2924267445172946,23626.448537166198,26997.12339346199,27091.68824946248,31345.803134344384,35931.814229081836,36724.212167773345
"(0.5, 10, 0.2)",0.5,10,0.2,0.3217879843426537,0.3165777140687975,0.2902795485382203,23470.440241930854,26820.50517698283,26915.833849260584,31136.01524767371,35692.019100807534,36488.650777014365
"(0.5, 10, 0.25)",0.5,10,0.25,0.31957162163126973,0.31434794874876076,0.2881683255156243,23317.089662060687,26644.858097712615,26741.6370206184,30929.897422771657,35456.778155171785,36259.07827151524
"(0.5, 10, 0.3)",0.5,10,0.3,0.31740064959084924,0.3121680521890296,0.2861678069977073,23165.786676222,26471.601585430588,26578.6862852774,30729.130701144655,35228.093030415024,36037.48797377276
"(0.5, 10, 0.35)",0.5,10,0.35,0.31537703624910696,0.31006909686129436,0.28425900818666194,23024.33915457218,26304.843301276665,26423.8752437387,30535.526686247304,35008.113702398834,35825.987874728584
"(0.5, 10, 0.4)",0.5,10,0.4,0.31342825333045726,0.30798979395844855,0.28241244819959554,22886.92032117382,26137.7178887741,26274.245857511552,30350.98531005547,34799.08603162082,35626.742613548166
"(0.5, 10, 0.45)",0.5,10,0.45,0.31155363026305566,0.3060320926603417,0.2806279764045054,22753.132389655722,25982.093364501463,26131.330025821095,30177.440320031492,34603.28477338298,35441.903150937826
"(0.5, 10, 0.5)",0.5,10,0.5,0.30981956882088857,0.30422679789768503,0.2789480819607294,22633.226395980964,25840.889212876013,25992.993004846554,30016.794720463142,34422.93512574241,35273.528525268586
"(0.5, 10, 0.55)",0.5,10,0.55,0.30822179538632766,0.3025174708069685,0.27735613090633826,22524.125795778684,25705.679082573097,25859.350972996355,29870.850087473627,34260.12794961755,35123.505844851265
"(0.5, 10, 0.6)",0.5,10,0.6,0.3067902850395261,0.3009899409102324,0.2759606457917974,22428.204207125287,25586.113595727813,25750.83925131442,29741.23500709568,34116.73532588225,34993.47556964943
"(0.5, 10, 0.65)",0.5,10,0.65,0.30544956080543806,0.2995946395211184,0.27475751879472526,22335.935674743843,25474.329632256497,25655.484379621492,29629.338503626183,33994.33367350309,34884.76881672936
"(0.5, 10, 0.7)",0.5,10,0.7,0.30418566197524155,0.2983293567660775,0.27375823454211534,22245.615686934834,25368.192211998616,25577.307900289674,29536.25401117988,33894.141000504365,34798.361823637635
"(0.5, 10, 0.75)",0.5,10,0.75,0.3032129435662965,0.2973798890956233,0.2730089811013082,22173.79488811576,25290.121039345413,25515.4072513037,29462.738206587277,33816.97306995363,34734.85012276902
"(0.5, 10, 0.8)",0.5,10,0.8,0.30239474171658454,0.2966343129219478,0.27241926739524347,22114.930322487355,25232.8020688515,25464.660622758987,29409.187139833994,33763.2207450578,34694.442043095965
"(0.5, 10, 0.85)",0.5,10,0.85,0.30179408382610334,0.2959906272959381,0.27197144381378063,22075.497790551603,25182.940746792396,25436.989203419645,29375.63003770436,33732.84816836475,34676.96865204589
"(0.5, 10, 0.9)",0.5,10,0.9,0.3013191440552711,0.2955107701958194,0.2716564291237678,22046.004911976528,25146.910755214063,25420.71782189975,29361.739418936188,33725.4093753405,34681.90586193917
"(0.5, 10, 0.95)",0.5,10,0.95,0.3009523495535068,0.2952280099452105,0.27146619503813435,22022.97197891304,25126.80745946966,25414.80573009458,29366.855082954047,33740.079843286825,34708.40444344672
"(0.5, 10, 1.0)",0.5,10,1.0,0.30069169357588565,0.2950711594255178,0.271397626842615,22004.84538001893,25118.33284569518,25418.672351894813,29390.019166317234,33775.69933845494,34755.324867779724
"(0.5, 10, 1.05)",0.5,10,1.05,0.3005531745176617,0.2950172594276493,0.27146657673385616,21998.713638567682,25120.763506955176,25433.81747036503,29430.01957946486,33830.82290164859,34821.275562839015
"(0.5, 10, 1.1)",0.5,10,1.1,0.30057675963188024,0.2950250430755909,0.27167335024571937,22009.381949395534,25127.392218694782,25461.223624637347,29485.43940546136,33903.77742188465,34904.654527024475
"(0.5, 10, 1.15)",0.5,10,1.15,0.3007308624068055,0.2952223314737329,0.2720733985656306,22031.111144055078,25156.156344173298,25501.04793736108,29554.710000845196,33992.721617594085,35003.69475465771
"(0.5, 10, 1.2)",0.5,10,1.2,0.3011039589007401,0.2955524571508823,0.2725569415554598,22069.77135843163,25198.20759698581,25547.399314851566,29636.16551005301,34095.707263204575,35116.51349618223
"(0.5, 10, 1.25)",0.5,10,1.25,0.3016024763461759,0.2959541020698727,0.27309594093247713,22119.446840955618,25244.594479914496,25597.035846856157,29728.09638728604,34210.739298640896,35241.16432811012
"(0.5, 10, 1.3)",0.5,10,1.3,0.30211738960259654,0.29643063617666227,0.27368265737861736,22169.68272477955,25300.30133040455,25648.4678278675,29828.799488604283,34335.83228960781,35375.6898689416
"(0.5, 10, 1.35)",0.5,10,1.35,0.30266974761763343,0.29699376356113993,0.27433447403942,22224.80931845645,25369.189943652735,25715.481298389932,29936.62249487752,34469.06078387735,35518.17222341643
"(0.5, 10, 1.4)",0.5,10,1.4,0.30323986750382625,0.29766721003404134,0.2750858062099136,22282.445784170028,25450.936458238888,25805.503588449505,30050.000895979134,34608.60152308913,35666.778120242925
"(0.5, 10, 1.45)",0.5,10,1.45,0.30384697947810435,0.2984421134968864,0.27591787101766607,22345.80255056414,25553.031250605007,25904.38565246253,30167.486447228206,34752.766171178184,35819.79621745087
"(0.5, 10, 1.5)",0.5,10,1.5,0.30450398043021426,0.29927490610739477,0.27673542791793593,22420.750379937923,25663.993037037697,25999.728284231922,30287.766775398894,34900.02406756212,35975.66498312262
"(0.5, 10, 1.55)",0.5,10,1.55,0.3052222547812501,0.30010128054451785,0.27757097473739656,22506.205762966994,25772.511016449083,26095.66075184274,30409.67652807064,35049.01533970983,36132.990642216355
"(0.5, 10, 1.6)",0.5,10,1.6,0.3059987798064776,0.3009437723142288,0.27845523184623605,22594.08697265332,25881.88750188428,26196.668663540815,30532.201023038204,35198.55538178108,36290.55566753443
"(0.5, 10, 1.65)",0.5,10,1.65,0.30678398069679214,0.3017900396180642,0.2793851652303039,22682.94072643623,25992.016791871774,26305.36248713856,30654.47371181064,35347.63215000635,36447.31902822682
"(0.5, 10, 1.7)",0.5,10,1.7,0.30760578611240824,0.3025994560862352,0.28029760170185164,22779.050464768035,26096.927122453963,26411.779612374365,30775.768920793547,35495.39792911104,36602.40983542554
"(0.5, 10, 1.75)",0.5,10,1.75,0.30840650704544936,0.30339693212458124,0.28120158436680615,22870.96840552068,26199.38859487178,26515.941762243114,30895.491309132893,35641.15722060605,36755.11616269499
"(0.5, 10, 1.8)",0.5,10,1.8,0.30922811605526385,0.30423339847793673,0.28207547621288986,22962.27808862281,26308.683270199217,26616.41078777814,31013.163334548666,35784.35225028232,36904.87073499059
"(0.5, 10, 1.85)",0.5,10,1.85,0.31001609813779774,0.30505259120369765,0.28291936192761086,23050.14453997065,26416.12209090662,26714.065253755318,31128.41180105546,35924.547350656976,37051.23495420869
"(0.5, 10, 1.9)",0.5,10,1.9,0.3107619983954818,0.3058460661072827,0.2837420317132132,23132.978493740193,26518.847313296785,26809.899594273127,31240.95432057801,36061.41319834899,37193.882436034735
"(0.5, 10, 1.95)",0.5,10,1.95,0.3114717427374215,0.30660107271573944,0.2845532503686161,23211.276592624472,26615.993382213976,26904.635091767395,31350.586287015165,36194.711616309665,37332.582928270815
"(0.5, 10, 2.0)",0.5,10,2.0,0.31215091585036636,0.30732804003750847,0.2853342729252304,23285.873656985168,26708.264957010397,26996.731788980873,31457.16875638389,36324.28141143635,37467.18720199574
"(0.5, 11, 0.0)",0.5,11,0.0,0.3360044511969861,0.33088249576021617,0.30467721419420224,24199.75033864131,27664.365880929003,27930.70821047615,32091.432360684692,36751.49839286523,37708.98952916439
"(0.5, 11, 0.05)",0.5,11,0.05,0.33351486299763117,0.3283190556487386,0.3021752179152457,24041.72286442988,27475.741073437464,27730.737970187387,31881.39387294973,36513.20913138516,37463.864375850804
"(0.5, 11, 0.1)",0.5,11,0.1,0.3309880524404535,0.3257541340113256,0.29963286775478787,23881.25253122482,27287.2789998727,27526.256619843152,31670.064499149907,36273.47646423236,37218.740672990694
"(0.5, 11, 0.15)",0.5,11,0.15,0.3284962281953829,0.32319537107420254,0.297139265777262,23721.75040835265,27099.659828710854,27327.61309980075,31458.526962295215,36033.59341086638,36975.0042739598
"(0.5, 11, 0.2)",0.5,11,0.2,0.32604343144363546,0.3207553173363658,0.2947135691117839,23563.88360398749,26926.354559079664,27134.771184063073,31248.055697827476,35795.08002380736,36734.25034779755
"(0.5, 11, 0.25)",0.5,11,0.25,0.32364584887843206,0.3183469541416687,0.29240304190114025,23409.689734301894,26752.992988450504,26954.129160542787,31040.114161306934,35559.67931634166,36498.27264741417
"(0.5, 11, 0.3)",0.5,11,0.3,0.32125520434454435,0.31593375909601606,0.2902037622580154,23254.377622755135,26576.71360004386,26785.0908114515,30836.342223772488,35329.34096073409,36269.03966691349
"(0.5, 11, 0.35)",0.5,11,0.35,0.31895581348610047,0.31364388122240605,0.28810347560424565,23104.141924773874,26408.11300971773,26623.795198701082,30638.531750349684,35106.19047826223,36048.65606964506
"(0.5, 11, 0.4)",0.5,11,0.4,0.3168360334435373,0.31153208918921965,0.28602331308467327,22970.99383261325,26260.729555431055,26461.784489766993,30448.589169694857,34892.48259864516,35839.30913339181
"(0.5, 11, 0.45)",0.5,11,0.45,0.31485808745189675,0.30948612417922516,0.2840426454598418,22851.592664436746,26118.517380912243,26308.99521030764,30268.485048563023,34690.5390403894,35643.201865088144
"(0.5, 11, 0.5)",0.5,11,0.5,0.312969630531433,0.30753398385976705,0.2821520997457266,22736.981855282844,25982.21156330933,26165.346079977106,30100.19229811983,34502.67301912772,35462.47660970136
"(0.5, 11, 0.55)",0.5,11,0.55,0.3112156737654272,0.30564231381376705,0.2803984774295152,22631.080652338067,25846.93305851981,26037.32506636411,29945.61640542048,34331.10498538998,35299.13495079115
"(0.5, 11, 0.6)",0.5,11,0.6,0.3095966731353097,0.30384217492445914,0.27882035213750417,22533.82929305261,25715.34796637315,25920.128936928762,29806.522625760183,34177.875929704234,35154.960926298714
"(0.5, 11, 0.65)",0.5,11,0.65,0.3080769063839145,0.3022425417159641,0.27735180324365305,22440.488215578167,25597.83665244351,25808.738517285055,29684.465981274912,34044.76555618193,35031.454609393404
"(0.5, 11, 0.7)",0.5,11,0.7,0.3066597511512648,0.30075533715697583,0.27602918411438626,22351.5487899084,25488.37728360406,25706.666706292825,29580.72988659772,33933.22235998318,34929.78175184371
"(0.5, 11, 0.75)",0.5,11,0.75,0.3054093234196261,0.2995071783508806,0.2750000071936089,22269.285696129195,25393.273724473034,25627.313179536846,29496.278192795893,33844.311108163965,34850.742664092075
"(0.5, 11, 0.8)",0.5,11,0.8,0.3043951872210353,0.2985916557047222,0.2742305467833569,22197.529785900635,25321.89230887971,25570.74650936883,29431.723628026848,33778.68075647468,34794.760404806046
"(0.5, 11, 0.85)",0.5,11,0.85,0.30355382606562187,0.29779891211909276,0.27359142369392087,22140.016814268904,25262.117524187765,25525.611575217677,29387.313489405176,33736.55308372561,34761.88551333148
"(0.5, 11, 0.9)",0.5,11,0.9,0.3029075266021002,0.29712012983630964,0.27313862536111044,22102.42487835319,25214.71686803214,25495.160371092796,29362.931571025965,33717.73003005308,34751.812762646485
"(0.5, 11, 0.95)",0.5,11,0.95,0.30236590252480255,0.2966436018490718,0.2728172751174778,22071.499176544396,25185.949662692517,25485.063032565882,29358.114134029118,33721.6164284122,34763.90521701546
"(0.5, 11, 1.0)",0.5,11,1.0,0.30191383396588556,0.2962981223697895,0.2726170470815055,22043.762658211308,25165.796864904623,25485.112773413304,29372.077361304855,33747.25464005863,34797.22215018524
"(0.5, 11, 1.05)",0.5,11,1.05,0.3016135001058303,0.29611615183877704,0.27253645635569046,22026.15500378569,25161.34217227127,25493.51676965462,29403.753975678585,33793.368216056275,34850.5494528859
"(0.5, 11, 1.1)",0.5,11,1.1,0.3015219335680811,0.2960327102450506,0.27260005559558187,22030.99630338228,25166.33781690551,25514.311968719692,29451.83712305472,33858.412528696404,34922.43308974368
"(0.5, 11, 1.15)",0.5,11,1.15,0.30157993985956344,0.296096249053707,0.2729086035724889,22049.044979078026,25184.990466034935,25551.16779650943,29514.829852891824,33940.63082512251,35011.21715790844
"(0.5, 11, 1.2)",0.5,11,1.2,0.3017892797667556,0.29632011664687363,0.27327543469881166,22077.398205113062,25222.602457071473,25590.36392817623,29591.098404717457,34038.11411763676,35115.0878333718
"(0.5, 11, 1.25)",0.5,11,1.25,0.30219015426058654,0.2966600293993455,0.2736905703315313,22121.33649681253,25268.53619864057,25632.09333547331,29678.927122214933,34148.86285080659,35232.12320328095
"(0.5, 11, 1.3)",0.5,11,1.3,0.30267047957816595,0.2970190084067221,0.27417366004668786,22172.230422094664,25313.812203416615,25677.866309669942,29776.57241471588,34270.84770319054,35360.34728610965
"(0.5, 11, 1.35)",0.5,11,1.35,0.3031741196317724,0.29746216924289526,0.27473449815732087,22224.902743021034,25366.65443664925,25730.852760018042,29882.313025522373,34402.06654168373,35497.78511365767
"(0.5, 11, 1.4)",0.5,11,1.4,0.3036634372661706,0.29804772883458897,0.27542170571006447,22275.043460131255,25441.270196262674,25811.602030663038,29994.49409074605,34540.594662743926,35642.51505850896
"(0.5, 11, 1.45)",0.5,11,1.45,0.30418951242149783,0.29870674339020775,0.27618791900654693,22328.491212195393,25526.16804057913,25908.162803077903,30111.56307108641,34684.62604438136,35792.71477261399
"(0.5, 11, 1.5)",0.5,11,1.5,0.3047549957320924,0.29946794923892706,0.2769661635329458,22390.206194169667,25630.922173127525,26004.565191232265,30232.096480607463,34832.50425222689,35946.697992437425
"(0.5, 11, 1.55)",0.5,11,1.55,0.30537608823371193,0.3002353563011681,0.2777690866876076,22467.117537353253,25735.931268443626,26100.76181100675,30354.817237963238,34982.74267383622,36102.940733370044
"(0.5, 11, 1.6)",0.5,11,1.6,0.30605852669944444,0.3009804108107901,0.2786126006483423,22549.4004038733,25836.82340898296,26198.579446474665,30478.60326002973,35134.034690902125,36260.09669429732
"(0.5, 11, 1.65)",0.5,11,1.65,0.3067905768948668,0.3017604917773623,0.27946328474673465,22633.25103086021,25937.390675190003,26296.820006589835,30602.488497473103,35285.25509949225,36417.00276393212
"(0.5, 11, 1.7)",0.5,11,1.7,0.3075536752660983,0.3025463032762268,0.2802993112974699,22723.72304081419,26037.228771232076,26392.66366446482,30725.657937820575,35435.45449762193,36572.67623321747
"(0.5, 11, 1.75)",0.5,11,1.75,0.3083100273493474,0.3033271541035262,0.28117749746694065,22816.121086531482,26139.01183491323,26489.74972680901,30847.43819274205,35583.848491970246,36726.305657697274
"(0.5, 11, 1.8)",0.5,11,1.8,0.30906973501114937,0.30411096047017727,0.2820433345327963,22906.28974864842,26245.586678978027,26590.27890164841,30967.285195688914,35729.803489972466,36877.237341603584
"(0.5, 11, 1.85)",0.5,11,1.85,0.3098141730890344,0.3048992302768644,0.282887181567903,22992.678343383846,26355.816405802943,26687.960992306045,31084.770328984403,35872.820615241566,37024.959226820596
"(0.5, 11, 1.9)",0.5,11,1.9,0.31055739219794887,0.3057098581457217,0.28369858611441007,23075.70740604149,26463.76249726356,26782.142091667763,31199.56603665874,36012.51898501764,37169.08366144445
"(0.5, 11, 1.95)",0.5,11,1.95,0.31128812165734904,0.30648458325060624,0.28448654170903304,23157.94989612621,26565.99769758234,26874.639598988135,31311.43170810424,36148.6192748613,37309.33017342734
"(0.5, 11, 2.0)",0.5,11,2.0,0.3119873779579171,0.307228323714811,0.285266625403479,23236.439908757115,26662.903329957713,26967.080110842264,31420.200369317627,36280.928206211465,37445.5090395218
"(0.5, 12, 0.0)",0.5,12,0.0,0.33725967146582114,0.3320193453158127,0.30587455236441563,24095.304291827546,27539.406990219526,27855.57682718691,32005.498011691037,36667.658889357306,37872.47455659138
"(0.5, 12, 0.05)",0.5,12,0.05,0.3346418445390925,0.32941743620529695,0.3033071538009696,23934.80800092206,27358.072212334246,27656.728765452037,31797.585073738726,36431.18974245711,37619.61563934131
"(0.5, 12, 0.1)",0.5,12,0.1,0.3320609018767835,0.3268315900611203,0.30071483359907014,23779.21736040373,27180.954924114078,27455.19949546086,31588.371008675844,36193.286289202646,37366.59360438762
"(0.5, 12, 0.15)",0.5,12,0.15,0.32944644446715543,0.3242067323558757,0.2981838782521184,23620.232008537656,26999.738566100783,27263.45401312113,31378.868220082637,35955.153241127475,37114.76816990351
"(0.5, 12, 0.2)",0.5,12,0.2,0.32684294446010875,0.321596095943644,0.2957218994866721,23460.422672834546,26818.606501099886,27076.79863613635,31170.271989931487,35718.2113339292,36865.69655808642
"(0.5, 12, 0.25)",0.5,12,0.25,0.3243312201628067,0.31909112833583425,0.29328352989518514,23308.974759009034,26648.645215028373,26889.481464371765,30963.959582471864,35484.09588744826,36621.12447179569
"(0.5, 12, 0.3)",0.5,12,0.3,0.3218896932483369,0.3166307218978961,0.2908968772380119,23160.197921260704,26480.753464820253,26706.10555294746,30761.480898211943,35254.6450364566,36382.96593574372
"(0.5, 12, 0.35)",0.5,12,0.35,0.31950590201927836,0.3142467971394849,0.2886736124199063,23014.31933072579,26319.08190614776,26542.818639884692,30564.538876036357,35031.8754095132,36153.270366576326
"(0.5, 12, 0.4)",0.5,12,0.4,0.31721642893970603,0.31192954624113406,0.286603452286683,22877.587127161925,26161.72110007988,26392.683979889123,30374.958247494018,34817.94357805665,35934.17616984854
"(0.5, 12, 0.45)",0.5,12,0.45,0.3151073591613788,0.30978792125716964,0.28457592470890225,22752.887529521817,26016.63728300701,26243.692749416176,30194.64210470817,34615.09271775042,35727.85163483232
"(0.5, 12, 0.5)",0.5,12,0.5,0.31312079728096864,0.3077403561186772,0.2826904678384446,22633.471038596712,25875.501467137005,26108.817084347764,30025.517061500104,34425.58561730688,35536.425778656885
"(0.5, 12, 0.55)",0.5,12,0.55,0.3112372103125017,0.3058094158247925,0.2808996152724311,22518.808496529462,25744.636800821478,25981.353087311472,29869.469417075605,34251.62723194522,35361.91374209414
"(0.5, 12, 0.6)",0.5,12,0.6,0.3095423058290166,0.30402051729790747,0.2791834395332616,22420.576430123423,25621.893169677376,25857.47548950602,29728.2763572646,34095.281994811965,35206.14286380999
"(0.5, 12, 0.65)",0.5,12,0.65,0.30797633683789877,0.30235789542228864,0.2776642997880163,22330.566378819523,25507.44272602919,25748.180626981357,29603.53743439772,33958.39253488205,35070.68614079083
"(0.5, 12, 0.7)",0.5,12,0.7,0.30656627569809186,0.3008789039785139,0.2762588759553678,22250.77118527203,25406.31341848755,25646.129261436025,29496.611970186495,33842.50681977403,34956.8090715716
"(0.5, 12, 0.75)",0.5,12,0.75,0.30528199781121035,0.2995578403939609,0.2750120956443375,22176.450275402934,25315.046410474795,25552.23121587916,29408.567427293776,33748.81980979595,34865.43386684659
"(0.5, 12, 0.8)",0.5,12,0.8,0.3042274978613212,0.29848984860793293,0.27411719947997826,22111.958333091734,25237.568468860503,25486.95452980718,29340.142289638134,33678.13362666406,34797.12211132819
"(0.5, 12, 0.85)",0.5,12,0.85,0.30333822110220265,0.29763857755670364,0.27340870460617894,22054.893561965953,25173.660754991794,25436.99212004356,29291.724977584137,33630.83755338557,34752.07394660764
"(0.5, 12, 0.9)",0.5,12,0.9,0.30258188092951877,0.2969393499203905,0.2728091865021163,22004.01200860282,25120.80629826831,25395.005149350767,29263.34838150887,33606.90666595077,34730.139632326864
